date,municipality,state,highestsize,minsize,avgsize,violent_protest,curfew_protest,property_damage_protest,police_protest,url_source1,url_source2,countlove,wiki,ipsos
2020-06-09,Boston,Massachusetts,NA,NA,NA,0,0,0,0,NA,NA,0,0,1
2020-06-09,Revere,Massachusetts,NA,NA,NA,0,0,0,0,NA,NA,0,0,1
2020-06-09,Watertown,Massachusetts,NA,NA,NA,0,0,0,0,NA,NA,0,0,1
2020-06-09,Annapolis,Maryland,200,200,200,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Maryland,NA,0,1,0
2020-06-09,Lexington,Kentucky,NA,NA,NA,NA,NA,NA,NA,NA,https://www.kentucky.com/news/local/counties/fayette-county/article243470396.html,1,0,0
2020-06-09,Louisville,Kentucky,NA,NA,NA,0,0,1,0,NA,NA,0,0,1
2020-06-09,DesMoines,Iowa,NA,NA,NA,0,0,0,0,NA,https://www.kcci.com/article/the-latest-a-timeline-of-des-moines-demonstrations-after-george-floyds-death/32720217,1,0,1
2020-06-09,Auburn,Indiana,90,90,90,NA,NA,NA,NA,NA,https://www.kpcnews.com/thestar/article_c1007798-0f0b-56ba-834b-8f514389c909.html,1,0,0
2020-06-09,Indianapolis,Indiana,NA,NA,NA,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Indiana,NA,0,1,0
2020-06-09,Boise,Idaho,NA,NA,NA,0,0,0,0,NA,NA,0,0,1
2020-06-09,HallandaleBeach,Florida,NA,NA,NA,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Florida,NA,0,1,0
2020-06-09,St.Petersburg,Florida,150,150,150,0,0,0,0,NA,https://www.tampabay.com/news/2020/06/09/live-summer-heat-doesnt-slow-protest-momentum-tuesday/,1,0,1
2020-06-09,Camden,Delaware,0,0,0,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Delaware,NA,0,1,0
2020-06-09,Dover,Delaware,NA,NA,NA,1,0,0,1,NA,NA,0,0,1
2020-06-09,Encinitas,California,300,300,300,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,NA,0,1,0
2020-06-09,Monterey,California,100,100,100,NA,NA,NA,NA,NA,https://www.montereyherald.com/large-crowd-of-protesters-blanket-monterey-city-hall-grounds,1,0,0
2020-06-09,Oakland,California,NA,NA,NA,0,0,0,0,NA,NA,0,0,1
2020-06-09,RanchoPeñasquitos,California,100,100,100,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,NA,0,1,0
2020-06-09,Mesa,Arizona,400,400,400,NA,NA,NA,NA,NA,https://www.azcentral.com/story/news/local/phoenix-breaking/2020/06/09/protests-against-police-use-of-force-continue-tuesday-phoenix-mesa-george-floyd-dion-johnson/5326314002/,1,0,0
2020-06-09,Phoenix,Arizona,150,150,150,NA,NA,NA,NA,NA,https://www.azcentral.com/story/news/local/phoenix-breaking/2020/06/09/protests-against-police-use-of-force-continue-tuesday-phoenix-mesa-george-floyd-dion-johnson/5326314002/,1,0,0
2020-06-10,Milwaukee,Wisconsin,NA,NA,NA,NA,NA,NA,NA,NA,https://fox6now.com/2020/06/10/group-of-milwaukee-kids-organize-protest-on-citys-south-side/,1,0,0
2020-06-10,Auburn,Washington,70,70,70,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Washington_(state),NA,0,1,0
2020-06-10,Edmonds,Washington,NA,NA,NA,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Washington_(state),NA,0,1,0
2020-06-10,Seattle,Washington,NA,NA,NA,NA,NA,NA,NA,NA,https://www.kuow.org/stories/two-drivers-have-accelerated-toward-seattle-protesters-this-month,1,0,0
2020-06-10,WhiteCenter,Washington,100,100,100,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Washington_(state),NA,0,1,0
2020-06-10,Christiansburg,Virginia,250,250,250,NA,NA,NA,NA,NA,https://www.roanoke.com/news/nrv/watch-now-hundreds-march-in-christiansburg-as-protests-continue/article_4df7f6a5-6806-5563-9172-a24a56753208.html,1,0,0
2020-06-10,Portsmouth,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,https://www.wavy.com/news/local-news/portsmouth/portsmouth-asks-for-state-internal-investigations-in-protest-that-injured-man-at-confederate-monument/,1,0,0
2020-06-10,Richmond,Virginia,NA,NA,NA,0,0,1,0,"https://en.wikipedia.org/wiki/George_Floyd_protests_in_Richmond,_Virginia",https://www.nbc12.com/2020/06/10/jefferson-davis-monument-pulled-down-by-protesters-richmond/,1,1,1
2020-06-10,SaltLakeCity,Utah,NA,NA,NA,0,0,0,0,NA,https://www.deseret.com/utah/2020/6/11/21288776/utah-skateboard-peaceful-protest-black-lives-matter-racism-awareness,1,0,1
2020-06-10,ElPaso,Texas,NA,NA,NA,NA,NA,NA,NA,NA,https://www.elpasotimes.com/story/news/2020/06/12/el-paso-protest-city-encourages-protesters-test-coronavirus/5321129002/,1,0,0
2020-06-10,SanMarcos,Texas,100,100,100,NA,NA,NA,NA,NA,https://www.statesman.com/news/20200610/dozens-show-up-for-student-led-protest-in-san-marcos,1,0,0
2020-06-10,Memphis,Tennessee,NA,NA,NA,NA,NA,NA,NA,NA,https://www.commercialappeal.com/story/news/2020/06/13/deaf-black-lives-matter-group-honors-black-deaf-sanitation-workers/3182123001/,1,0,0
2020-06-10,Huron,SouthDakota,100,100,100,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_South_Dakota,NA,0,1,0
2020-06-10,Florence,SouthCarolina,50,50,50,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_South_Carolina,NA,0,1,0
2020-06-10,Dallas,Oregon,100,100,100,NA,NA,NA,NA,NA,https://www.polkio.com/news/hundreds-protest-in-dallas/article_69e9c378-b100-11ea-a9fd-efa99941f2dc.html,1,0,0
2020-06-10,Eugene,Oregon,NA,NA,NA,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,NA,0,1,0
2020-06-10,Portland,Oregon,1000,1000,1000,0,0,0,0,"https://en.wikipedia.org/wiki/George_Floyd_protests_in_Portland,_Oregon",https://www.oregonlive.com/portland/2020/06/as-portland-weighs-police-reforms-protesters-call-for-bigger-change-live-updates.html,1,1,0
2020-06-10,Ashland,Ohio,NA,NA,NA,NA,NA,NA,NA,NA,https://www.times-gazette.com/news/20200612/trump-rally-sparks-tension-with-black-lives-matter-protesters,1,0,0
2020-06-10,Columbus,Ohio,NA,NA,NA,0,0,0,0,"https://en.wikipedia.org/wiki/George_Floyd_protests_in_Columbus,_Ohio",NA,0,1,0
2020-06-10,CentralIslip,NewYork,1000,1000,1000,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_New_York_(state),NA,0,1,0
2020-06-10,NewYorkCity,NewYork,1000,1000,1000,1,0,0,1,https://en.wikipedia.org/wiki/George_Floyd_protests_in_New_York_City,NA,0,1,0
2020-06-10,Schuylerville,NewYork,100,100,100,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_New_York_(state),NA,0,1,0
2020-06-10,Ridgewood,NewJersey,2000,2000,2000,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_New_Jersey,NA,0,1,0
2020-06-10,Minneapolis–SaintPaul,Minnesota,NA,NA,NA,0,0,1,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Minneapolis%E2%80%93Saint_Paul,NA,0,1,0
2020-06-10,Detroit,Michigan,NA,NA,NA,0,0,0,0,NA,https://www.detroitnews.com/story/news/local/detroit-city/2020/06/17/george-floyd-protesters-march-20th-day-detroit/3210820001/,1,0,1
2020-06-10,Lansing,Michigan,NA,NA,NA,NA,NA,NA,NA,NA,https://www.youtube.com/watch?v=LmRnhMzkV6c,1,0,0
2020-06-10,Beverly,Massachusetts,200,200,200,NA,NA,NA,NA,NA,https://beverly.wickedlocal.com/news/20200610/hundreds-take-to-beverly-streets-for-black-lives-matter-walk,1,0,0
2020-06-10,Boston,Massachusetts,100,100,100,0,0,0,0,NA,https://www.bostonherald.com/2020/06/10/defund-police-march-draws-hundreds-in-boston/,1,0,1
2020-06-10,Essex,Massachusetts,100,100,100,NA,NA,NA,NA,NA,https://www.gloucestertimes.com/news/local_news/hundreds-show-up-to-essex-boys-anti-racism-rally/article_cf29da6d-967f-5bc4-8dc7-b440065d5bc4.html,1,0,0
2020-06-10,Baltimore,Maryland,100,100,100,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Maryland,NA,0,1,0
2020-06-10,Salisbury,Maryland,100,100,100,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Maryland,NA,0,1,0
2020-06-10,Leitchfield,Kentucky,NA,NA,NA,NA,NA,NA,NA,NA,https://www.wbko.com/2020/06/12/blm-protest-continue-for-a-second-day-in-grayson-county/,1,0,0
2020-06-10,Lexington,Kentucky,NA,NA,NA,NA,NA,NA,NA,NA,https://www.kentucky.com/news/local/counties/fayette-county/article243470396.html,1,0,0
2020-06-10,Louisville,Kentucky,NA,NA,NA,0,0,1,0,NA,NA,0,0,1
2020-06-10,DesMoines,Iowa,NA,NA,NA,NA,NA,NA,NA,NA,https://www.kcci.com/article/the-latest-a-timeline-of-des-moines-demonstrations-after-george-floyds-death/32720217,1,0,0
2020-06-10,Indianapolis,Indiana,NA,NA,NA,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Indiana,NA,0,1,0
2020-06-10,Glenview,Illinois,NA,NA,NA,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Illinois,NA,0,1,0
2020-06-10,Naples,Florida,600,1000,800,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Florida,https://www.news-press.com/story/news/local/2020/06/10/protestors-gather-for-george-floyd-we-cant-breathe-rally-in-collier-county/5335619002/,1,1,0
2020-06-10,St.Augustine,Florida,100,100,100,NA,NA,NA,NA,NA,https://historiccity.com/2020/staugustine/news/public-concerned-for-their-safety-while-city-officials-coddle-threats-by-protesters-117390,1,0,0
2020-06-10,Washington,DistrictofColumbia,20,20,20,NA,NA,NA,NA,NA,https://www.washingtonpost.com/local/as-dc-protests-continue-preparations-begin-for-100000-person-march-on-washington-in-august/2020/06/10/bcafc584-ab2f-11ea-a9d9-a81c1a491c52_story.html,1,0,0
2020-06-10,RockyHill,Connecticuticut,NA,NA,NA,NA,NA,NA,NA,NA,https://www.wtnh.com/news/connecticut/hartford/peaceful-protest-in-rocky-hill-honors-george-floyd-lives-lost-to-police-violence/,1,0,0
2020-06-10,SouthPasadena,California,100,100,100,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,NA,0,1,0
2020-06-10,Rogers,Arkansas,NA,NA,NA,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Arkansas,NA,0,1,0
2020-06-10,Phoenix,Arizona,NA,NA,NA,NA,NA,NA,NA,NA,https://www.azcentral.com/story/news/local/phoenix-breaking/2020/06/10/protests-continue-second-week-row-phoenix-schools-march-ahwatukee/5333711002/,1,0,0
2020-06-11,Milwaukee,Wisconsin,NA,NA,NA,NA,NA,NA,NA,NA,https://www.cbs58.com/news/tired-of-what-milwaukee-protesters-march-for-justice-for-15-days-straight,1,0,0
2020-06-11,Edmonds,Washington,NA,NA,NA,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Washington_(state),NA,0,1,0
2020-06-11,Seattle,Washington,NA,NA,NA,NA,NA,NA,NA,NA,https://abcnews.go.com/Health/people-protest-george-floyds-death-safely/story?id=71070269,1,0,0
2020-06-11,Fredericksburg,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,https://www.fredericksburg.com/news/local/black-lives-matter-fxbg-rally/collection_375ff13b-4d50-510d-a08c-f8c68edf3c28.html,1,0,0
2020-06-11,Portsmouth,Virginia,NA,NA,NA,0,0,1,0,NA,NA,0,0,1
2020-06-11,Richmond,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,https://www.richmond.com/news/local/crime/attorneys-weigh-in-on-legality-of-richmond-police-officer-driving-through-protesters/article_dca22ade-ca21-543c-90a2-d57aa7acb351.html,1,0,0
2020-06-11,SaltLakeCity,Utah,1000,1000,1000,NA,NA,NA,NA,NA,https://www.deseret.com/utah/2020/6/11/21288776/utah-skateboard-peaceful-protest-black-lives-matter-racism-awareness,1,0,0
2020-06-11,ElPaso,Texas,NA,NA,NA,NA,NA,NA,NA,NA,https://www.elpasotimes.com/story/news/2020/06/12/el-paso-protest-city-encourages-protesters-test-coronavirus/5321129002/,1,0,0
2020-06-11,Memphis,Tennessee,NA,NA,NA,NA,NA,NA,NA,NA,https://www.commercialappeal.com/story/news/2020/06/13/deaf-black-lives-matter-group-honors-black-deaf-sanitation-workers/3182123001/,1,0,0
2020-06-11,Simpsonville,SouthCarolina,60,60,60,NA,NA,NA,NA,NA,https://www.independentmail.com/story/news/2020/06/12/prisma-health-doctors-hold-white-coats-black-lives-rally/5342031002/,1,0,0
2020-06-11,Burrillville,RhodeIsland,50,50,50,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Rhode_Island,NA,0,1,0
2020-06-11,Eugene,Oregon,NA,NA,NA,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Oregon,NA,0,1,0
2020-06-11,Portland,Oregon,1000,1000,1000,0,0,0,0,"https://en.wikipedia.org/wiki/George_Floyd_protests_in_Portland,_Oregon",https://www.kgw.com/article/news/local/protests/protestor-and-police-officer-reunite-after-13-years/283-7fe718af-76d3-4885-97fb-e81581313611,1,1,0
2020-06-11,Ashland,Ohio,NA,NA,NA,NA,NA,NA,NA,NA,https://www.times-gazette.com/news/20200612/trump-rally-sparks-tension-with-black-lives-matter-protesters,1,0,0
2020-06-11,Charlotte,NorthCarolina,NA,NA,NA,NA,NA,NA,NA,NA,https://www.charlotteobserver.com/news/local/article243549092.html,1,0,0
2020-06-11,NewYork,NewYork,NA,NA,NA,NA,NA,NA,NA,NA,https://abcnews.go.com/Health/people-protest-george-floyds-death-safely/story?id=71070269,1,0,0
2020-06-11,NewYorkCity,NewYork,100,100,100,0,0,1,1,https://en.wikipedia.org/wiki/George_Floyd_protests_in_New_York_City,NA,0,1,0
2020-06-11,PineBush,NewYork,100,100,100,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_New_York_(state),NA,0,1,0
2020-06-11,Carlstadt,NewJersey,NA,NA,NA,NA,NA,NA,NA,NA,https://www.nbcnews.com/news/us-news/n-j-emt-removed-board-health-over-racist-threatening-comments-n1230901,1,0,0
2020-06-11,Lincoln,Nebraska,NA,NA,NA,NA,NA,NA,NA,NA,https://journalstar.com/news/local/crouch-joins-black-lives-matter-protesters-in-saturday-march/article_81aa425a-f9a0-50fe-ac45-de9feb8399f5.html,1,0,0
2020-06-11,Arnold,Missouri,20,20,20,NA,NA,NA,NA,NA,https://www.stltoday.com/news/local/metro/high-school-students-organize-protest-in-jefferson-county-for-several-this-was-their-first/article_f09e1e52-a5c9-5c79-ba5e-3d2f9c8391d8.html#tracking-source=home-top-story-1,1,0,0
2020-06-11,St.Louis,Missouri,300,300,300,NA,NA,NA,NA,NA,https://www.stltoday.com/news/local/metro/hundreds-gather-in-tower-grove-for-black-trans-lives-matter-march/article_714b9f0e-31ca-5957-9b0a-4e800cec80e8.html,1,0,0
2020-06-11,Bemidji,Minnesota,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bemidjipioneer.com/news/6533213-Because-the-system-is-broken-Bemidjians-hold-daily-knit-in-protest,1,0,0
2020-06-11,Detroit,Michigan,NA,NA,NA,NA,NA,NA,NA,NA,https://www.detroitnews.com/story/news/local/detroit-city/2020/06/17/george-floyd-protesters-march-20th-day-detroit/3210820001/,1,0,0
2020-06-11,Bath,Maine,20,20,20,NA,NA,NA,NA,NA,https://apnews.com/71be145e1263841e95423fc874015c96,1,0,0
2020-06-11,NewOrleans,Louisiana,100,100,100,NA,NA,NA,NA,NA,https://www.nola.com/gambit/news/the_latest/article_650244ca-ac41-11ea-b69a-ef570f9ecae2.html,1,0,0
2020-06-11,Leitchfield,Kentucky,100,100,100,NA,NA,NA,NA,NA,https://www.wbko.com/2020/06/12/blm-protest-continue-for-a-second-day-in-grayson-county/,1,0,0
2020-06-11,Lexington,Kentucky,NA,NA,NA,NA,NA,NA,NA,NA,https://www.kentucky.com/news/local/counties/fayette-county/article243470396.html,1,0,0
2020-06-11,Louisville,Kentucky,NA,NA,NA,0,0,1,0,NA,NA,0,0,1
2020-06-11,Coralville,Iowa,NA,NA,NA,NA,NA,NA,NA,NA,https://littlevillagemag.com/iowa-freedom-riders-pauline-taylor-police-abolition/,1,0,0
2020-06-11,DesMoines,Iowa,NA,NA,NA,NA,NA,NA,NA,NA,https://www.kglonews.com/we-hear-you-iowa-lawmakers-tell-protesters-as-police-reform-bill-passes/,1,0,0
2020-06-11,Avon,Indiana,500,500,500,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Indiana,NA,0,1,0
2020-06-11,Brownsburg,Indiana,100,100,100,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Indiana,NA,0,1,0
2020-06-11,Elkhart,Indiana,100,100,100,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Indiana,NA,0,1,0
2020-06-11,Indianapolis,Indiana,NA,NA,NA,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Indiana,NA,0,1,0
2020-06-11,Aurora,Illinois,100,100,100,NA,NA,NA,NA,NA,https://www.chicagotribune.com/suburbs/aurora-beacon-news/ct-abn-aurora-police-protest-ziman-st-20200612-4ono5vfqxjaqbfbzz4udvehdwe-story.html,1,0,0
2020-06-11,Bloomington,Illinois,50,50,50,NA,NA,NA,NA,NA,https://www.pantagraph.com/news/local/watch-now-bloomington-protesters-honor-those-killed-by-police/article_3060d581-ac44-5348-b14f-00025296aaa8.html,1,0,0
2020-06-11,Decatur,Illinois,400,400,400,NA,NA,NA,NA,NA,https://herald-review.com/news/local/public_safety/watch-now-decatur-residents-march-for-black-women-victims-of-brutality/article_d4dc67a5-3a54-57a4-be93-cb8699831f9f.html,1,0,0
2020-06-11,Glenview,Illinois,100,100,100,NA,NA,NA,NA,NA,https://www.chicagotribune.com/suburbs/glenview/ct-gla-black-lives-matter-march-tl-0618-20200612-ayqqog2qvzarzgta2fi24omebe-story.html,1,0,0
2020-06-11,Pinckneyville,Illinois,100,100,100,NA,NA,NA,NA,NA,http://www.duquoin.com/news/20200612/dueling-demonstrations-in-pinckneyville-stay-civil-thursday,1,0,0
2020-06-11,Alameda,California,NA,NA,NA,NA,NA,NA,NA,NA,https://www.sfchronicle.com/bayarea/article/Nurses-lay-outside-San-Francisco-City-Hall-call-15334815.php,1,0,0
2020-06-11,PaloAlto,California,50,50,50,NA,NA,NA,NA,NA,https://www.mercurynews.com/palo-alto-two-protesters-arrested-in-assault-on-chp-officer-on-highway-101,1,0,0
2020-06-11,Sacramento,California,100,100,100,NA,NA,NA,NA,NA,https://www.kcra.com/article/black-trans-lives-matter-protesters-rally-march-in-sacramento/32845272,1,0,0
2020-06-11,SanFrancisco,California,200,200,200,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,https://www.sfgate.com/sf-culture/slideshow/Skateboarders-hill-bomb-protest-BLM-San-Francisco-203723.php,1,1,0
2020-06-11,Phoenix,Arizona,NA,NA,NA,NA,NA,NA,NA,NA,https://www.azcentral.com/story/news/local/phoenix-breaking/2020/06/12/arizona-protests-march-on-phoenix-friday-no-arrests-thursday-george-floyd-dion-johnson/3174893001/,1,0,0
2020-06-11,Tempe,Arizona,100,100,100,NA,NA,NA,NA,NA,https://www.azcentral.com/story/news/local/phoenix-breaking/2020/06/12/arizona-protests-march-on-phoenix-friday-no-arrests-thursday-george-floyd-dion-johnson/3174893001/,1,0,0
2020-06-11,Birmingham,Alabama,NA,NA,NA,NA,NA,NA,NA,NA,https://www.montgomeryadvertiser.com/story/news/2020/06/11/public-defenders-rally-against-systemic-racism-criminal-justice-system-christine-freeman-aylia-mckee/5346761002/,1,0,0
2020-06-11,Montgomery,Alabama,20,20,20,NA,NA,NA,NA,NA,https://www.montgomeryadvertiser.com/story/news/2020/06/11/public-defenders-rally-against-systemic-racism-criminal-justice-system-christine-freeman-aylia-mckee/5346761002/,1,0,0
2020-06-11,Tuscaloosa,Alabama,NA,NA,NA,NA,NA,NA,NA,NA,https://www.montgomeryadvertiser.com/story/news/2020/06/11/public-defenders-rally-against-systemic-racism-criminal-justice-system-christine-freeman-aylia-mckee/5346761002/,1,0,0
2020-06-12,Milwaukee,Wisconsin,NA,NA,NA,NA,NA,NA,NA,NA,https://www.cbs58.com/news/tired-of-what-milwaukee-protesters-march-for-justice-for-15-days-straight,1,0,0
2020-06-12,Edmonds,Washington,1000,1000,1000,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Washington_(state),NA,0,1,0
2020-06-12,Issaquah,Washington,500,500,500,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Washington_(state),NA,0,1,0
2020-06-12,Kennewick,Washington,50,50,50,NA,NA,NA,NA,NA,https://www.tri-cityherald.com/news/local/article243492101.html,1,0,0
2020-06-12,MountlakeTerrace,Washington,300,300,300,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Washington_(state),NA,0,1,0
2020-06-12,Pullman,Washington,200,200,200,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Washington_(state),NA,0,1,0
2020-06-12,Seattle,Washington,1000,1000,1000,NA,NA,NA,NA,NA,https://www.seattletimes.com/seattle-news/thousands-march-in-seattle-in-silence-to-show-support-of-black-lives/,1,0,0
2020-06-12,Seattle,Washington,60000,60000,60000,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Washington_(state),NA,0,1,0
2020-06-12,Tacoma,Washington,100,100,100,NA,NA,NA,NA,NA,https://www.thenewstribune.com/news/article243511922.html,1,0,0
2020-06-12,Norfolk,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,https://www.wtkr.com/news/there-is-still-more-work-to-do-protesters-rally-by-column-where-confederate-statue-used-to-stand,1,0,0
2020-06-12,Richmond,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,https://www.richmond.com/news/local/crime/attorneys-weigh-in-on-legality-of-richmond-police-officer-driving-through-protesters/article_dca22ade-ca21-543c-90a2-d57aa7acb351.html,1,0,0
2020-06-12,VirginiaBeach,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,https://www.wavy.com/news/local-news/norfolk/live-blog-after-removal-of-johnny-reb-protesters-spray-paint-norfolk-confederate-monument-again/,1,0,0
2020-06-12,FortWorth,Texas,NA,NA,NA,NA,NA,NA,NA,NA,https://www.star-telegram.com/news/local/fort-worth/article243507786.html,1,0,0
2020-06-12,Quinlan,Texas,15,15,15,NA,NA,NA,NA,NA,https://www.heraldbanner.com/news/local_news/black-lives-matter-march-rally-met-with-confrontation-but-no-violence/article_5061bcda-ad8b-11ea-a4a7-07b40e84fd46.html,1,0,0
2020-06-12,SanAntonio,Texas,NA,NA,NA,0,0,0,0,NA,NA,0,0,1
2020-06-12,Memphis,Tennessee,30,30,30,NA,NA,NA,NA,NA,https://www.commercialappeal.com/story/news/2020/06/13/deaf-black-lives-matter-group-honors-black-deaf-sanitation-workers/3182123001/,1,0,0
2020-06-12,Nashville,Tennessee,NA,NA,NA,NA,NA,NA,NA,NA,https://www.wsmv.com/news/free-capitol-hill-rally-happening-at-legislative-plaza/article_5f9ce99c-ac8a-11ea-8e11-7f4172cadaa8.html,1,0,0
2020-06-12,Walhalla,SouthCarolina,1,1,1,NA,NA,NA,NA,NA,https://www.thestate.com/news/article243514827.html,1,0,0
2020-06-12,Hamburg,Pennsylvania,200,200,200,NA,NA,NA,NA,NA,https://www.berksmontnews.com/news/200-to-300-protesters-join-unity-march-in-hamburg/article_bee76146-ad0e-11ea-98fc-47f2dacc3ab6.html,1,0,0
2020-06-12,Lititz,Pennsylvania,NA,NA,NA,0,0,0,0,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Pennsylvania,NA,0,1,0
2020-06-12,McKeesport,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,https://www.wtae.com/article/justice-for-aaliyah-denise-johnson-demonstrators-rally-in-mckeesport-on-friday/32855991,1,0,0
2020-06-12,Philadelphia,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,https://www.inquirer.com/news/philadelphia/east-passyunk-march-20200612.html,1,0,0
2020-06-12,Wilkes-Barre,Pennsylvania,100,100,100,NA,NA,NA,NA,NA,http://www.citizensvoice.com/crowd-gathers-in-wilkes-barre-to-protest-george-floyd-killing-1.2637846,1,0,0
2020-06-12,McMinnville,Oregon,NA,NA,NA,NA,NA,NA,NA,NA,https://newsregister.com/article?articleTitle=black-lives-matter-march-in-mac-draws-legal-community--1592323307--37411--news,1,0,0
2020-06-12,Portland,Oregon,NA,NA,NA,NA,NA,NA,NA,NA,https://www.kgw.com/article/news/local/protests/protestor-and-police-officer-reunite-after-13-years/283-7fe718af-76d3-4885-97fb-e81581313611,1,0,0
2020-06-12,Woodburn,Oregon,NA,NA,NA,NA,NA,NA,NA,NA,https://www.statesmanjournal.com/story/news/2020/06/13/woodburn-residents-gather-for-black-lives-matter-protest-march-oregon/5337917002/,1,0,0
2020-06-12,Grove,Oklahoma,150,150,150,NA,NA,NA,NA,NA,https://www.tulsaworld.com/news/state-and-regional/racial-justice-proponents-police-supporters-both-protest-in-grove-on-friday-night/article_621b433e-28e1-5750-b5d9-a414b2e5efcd.html,1,0,0
2020-06-12,OklahomaCity,Oklahoma,200,200,200,NA,NA,NA,NA,NA,https://kfor.com/news/local/collegiate-freedom-and-justice-coalition-holds-anti-police-brutality-protest/,1,0,0
2020-06-12,Ashland,Ohio,NA,NA,NA,NA,NA,NA,NA,NA,https://www.times-gazette.com/news/20200612/trump-rally-sparks-tension-with-black-lives-matter-protesters,1,0,0
2020-06-12,Columbus,Ohio,1000,1000,1000,0,0,0,0,"https://en.wikipedia.org/wiki/George_Floyd_protests_in_Columbus,_Ohio",NA,0,1,0
2020-06-12,Englewood,Ohio,100,100,100,NA,NA,NA,NA,NA,https://www.whio.com/home/george-floyd-hundreds-turn-out-black-lives-matter-rally-demonstration-englewood/IBAZSX2NPNE3BFTH5PGDMVXGJ4/,1,0,0
2020-06-12,Raleigh,NorthCarolina,NA,NA,NA,NA,NA,NA,NA,NA,https://www.wwaytv3.com/2020/06/13/barricades-erected-at-state-capitol-protesters-march-through-downtown-raleigh/,1,0,0
2020-06-12,Winston-Salem,NorthCarolina,NA,NA,NA,NA,NA,NA,NA,NA,https://www.wfmynews2.com/article/news/local/promise-to-the-people-rally/83-021ce60b-23ae-469c-8c97-3211f1590939,1,0,0
2020-06-12,Brewster,NewYork,20,20,20,NA,NA,NA,NA,NA,http://westchester.news12.com/story/42239645/protesters-demand-board-of-ed-members-removal-over-controversial-protest-remarks,1,0,0
2020-06-12,Bronx,NewYork,NA,NA,NA,0,0,0,0,NA,NA,0,0,1
2020-06-12,Brooklyn,NewYork,NA,NA,NA,0,0,0,0,NA,NA,0,0,1
2020-06-12,Brooklyn,NewYork,NA,NA,NA,0,0,0,0,NA,NA,0,0,1
2020-06-12,Buffalo,NewYork,100,100,100,NA,NA,NA,NA,NA,https://www.wivb.com/news/local-news/buffalo/mental-health-and-social-workers-put-on-todays-rally-to-stand-against-racial-injustices/,1,0,0
